value,date
0,2011-09-01
45,2011-09-02
47,2011-09-03
57,2011-09-04
44,2011-09-05
45,2011-09-06
51,2011-09-07
53,2011-09-08
45,2011-09-09
0,2011-09-10
37,2011-09-11
44,2011-09-12
64,2011-09-13
46,2011-09-14
58,2011-09-15
59,2011-09-16
41,2011-09-17
53,2011-09-18
42,2011-09-19
56,2011-09-20
0,2011-09-21
47,2011-09-22
57,2011-09-23
51,2011-09-24
0,2011-09-25
78,2011-09-26
46,2011-09-27
55,2011-09-28
94,2011-09-29
50,2011-09-30
33,2011-10-01
54,2011-10-02
67,2011-10-03
0,2011-10-04
47,2011-10-05
88,2011-10-06
35,2011-10-07
75,2011-10-08
33,2011-10-09
74,2011-10-10
60,2011-10-11
66,2011-10-12
54,2011-10-13
63,2011-10-14
43,2011-10-15
52,2011-10-16
53,2011-10-17
51,2011-10-18
76,2011-10-19
67,2011-10-20
68,2011-10-21
50,2011-10-22
70,2011-10-23
69,2011-10-24
78,2011-10-25
51,2011-10-26
71,2011-10-27
61,2011-10-28
49,2011-10-29
40,2011-10-30
54,2011-10-31
64,2011-11-01
56,2011-11-02
52,2011-11-03
74,2011-11-04
63,2011-11-05
0,2011-11-06
0,2011-11-07
58,2011-11-08
48,2011-11-09
55,2011-11-10
75,2011-11-11
36,2011-11-12
73,2011-11-13
79,2011-11-14
52,2011-11-15
69,2011-11-16
62,2011-11-17
63,2011-11-18
0,2011-11-19
45,2011-11-20
57,2011-11-21
51,2011-11-22
81,2011-11-23
46,2011-11-24
78,2011-11-25
62,2011-11-26
33,2011-11-27
54,2011-11-28
56,2011-11-29
52,2011-11-30
66,2011-12-01
56,2011-12-02
44,2011-12-03
50,2011-12-04
53,2011-12-05
57,2011-12-06
67,2011-12-07
43,2011-12-08
51,2011-12-09
58,2011-12-10
52,2011-12-11
59,2011-12-12
62,2011-12-13
52,2011-12-14
37,2011-12-15
61,2011-12-16
55,2011-12-17
52,2011-12-18
69,2011-12-19
100,2011-12-20
63,2011-12-21
50,2011-12-22
63,2011-12-23
49,2011-12-24
43,2011-12-25
50,2011-12-26
53,2011-12-27
92,2011-12-28
50,2011-12-29
57,2011-12-30
38,2011-12-31
72,2012-01-01
55,2012-01-02
46,2012-01-03
55,2012-01-04
44,2012-01-05
50,2012-01-06
54,2012-01-07
63,2012-01-08
57,2012-01-09
38,2012-01-10
52,2012-01-11
56,2012-01-12
59,2012-01-13
52,2012-01-14
66,2012-01-15
54,2012-01-16
57,2012-01-17
45,2012-01-18
56,2012-01-19
35,2012-01-20
28,2012-01-21
52,2012-01-22
74,2012-01-23
57,2012-01-24
50,2012-01-25
63,2012-01-26
65,2012-01-27
54,2012-01-28
49,2012-01-29
78,2012-01-30
67,2012-01-31
71,2012-02-01
56,2012-02-02
41,2012-02-03
63,2012-02-04
32,2012-02-05
45,2012-02-06
58,2012-02-07
64,2012-02-08
67,2012-02-09
51,2012-02-10
57,2012-02-11
47,2012-02-12
49,2012-02-13
49,2012-02-14
69,2012-02-15
65,2012-02-16
85,2012-02-17
57,2012-02-18
54,2012-02-19
54,2012-02-20
52,2012-02-21
65,2012-02-22
63,2012-02-23
72,2012-02-24
78,2012-02-25
49,2012-02-26
62,2012-02-27
71,2012-02-28
63,2012-02-29
54,2012-03-01
55,2012-03-02
50,2012-03-03
62,2012-03-04
50,2012-03-05
77,2012-03-06
60,2012-03-07
37,2012-03-08
41,2012-03-09
56,2012-03-10
57,2012-03-11
32,2012-03-12
50,2012-03-13
43,2012-03-14
50,2012-03-15
52,2012-03-16
29,2012-03-17
37,2012-03-18
64,2012-03-19
54,2012-03-20
46,2012-03-21
48,2012-03-22
49,2012-03-23
31,2012-03-24
51,2012-03-25
70,2012-03-26
99,2012-03-27
80,2012-03-28
58,2012-03-29
53,2012-03-30
55,2012-03-31
67,2012-04-01
91,2012-04-02
76,2012-04-03
51,2012-04-04
68,2012-04-05
48,2012-04-06
51,2012-04-07
47,2012-04-08
54,2012-04-09
53,2012-04-10
57,2012-04-11
61,2012-04-12
84,2012-04-13
54,2012-04-14
43,2012-04-15
63,2012-04-16
67,2012-04-17
46,2012-04-18
61,2012-04-19
66,2012-04-20
60,2012-04-21
34,2012-04-22
46,2012-04-23
66,2012-04-24
54,2012-04-25
55,2012-04-26
66,2012-04-27
53,2012-04-28
33,2012-04-29
49,2012-04-30
