value,date
78,2020-03-01
65,2020-03-02
67,2020-03-03
65,2020-03-04
64,2020-03-05
69,2020-03-06
67,2020-03-07
69,2020-03-08
53,2020-03-09
60,2020-03-10
52,2020-03-11
56,2020-03-12
62,2020-03-13
67,2020-03-14
72,2020-03-15
72,2020-03-16
80,2020-03-17
78,2020-03-18
71,2020-03-19
76,2020-03-20
63,2020-03-21
75,2020-03-22
73,2020-03-23
80,2020-03-24
75,2020-03-25
76,2020-03-26
72,2020-03-27
70,2020-03-28
73,2020-03-29
77,2020-03-30
70,2020-03-31
73,2020-04-01
62,2020-04-02
61,2020-04-03
64,2020-04-04
67,2020-04-05
59,2020-04-06
52,2020-04-07
64,2020-04-08
69,2020-04-09
67,2020-04-10
74,2020-04-11
67,2020-04-12
59,2020-04-13
67,2020-04-14
71,2020-04-15
64,2020-04-16
68,2020-04-17
73,2020-04-18
60,2020-04-19
59,2020-04-20
59,2020-04-21
59,2020-04-22
51,2020-04-23
43,2020-04-24
50,2020-04-25
47,2020-04-26
49,2020-04-27
50,2020-04-28
58,2020-04-29
57,2020-04-30
54,2020-05-01
59,2020-05-02
50,2020-05-03
49,2020-05-04
45,2020-05-05
49,2020-05-06
51,2020-05-07
46,2020-05-08
47,2020-05-09
54,2020-05-10
53,2020-05-11
48,2020-05-12
52,2020-05-13
62,2020-05-14
56,2020-05-15
55,2020-05-16
62,2020-05-17
50,2020-05-18
46,2020-05-19
49,2020-05-20
56,2020-05-21
50,2020-05-22
56,2020-05-23
65,2020-05-24
67,2020-05-25
53,2020-05-26
52,2020-05-27
51,2020-05-28
54,2020-05-29
68,2020-05-30
55,2020-05-31
52,2020-06-01
51,2020-06-02
50,2020-06-03
48,2020-06-04
48,2020-06-05
59,2020-06-06
55,2020-06-07
48,2020-06-08
48,2020-06-09
52,2020-06-10
55,2020-06-11
53,2020-06-12
51,2020-06-13
54,2020-06-14
49,2020-06-15
45,2020-06-16
50,2020-06-17
45,2020-06-18
47,2020-06-19
53,2020-06-20
46,2020-06-21
45,2020-06-22
46,2020-06-23
45,2020-06-24
52,2020-06-25
50,2020-06-26
50,2020-06-27
48,2020-06-28
49,2020-06-29
52,2020-06-30
90,2020-07-01
100,2020-07-02
62,2020-07-03
66,2020-07-04
58,2020-07-05
52,2020-07-06
51,2020-07-07
51,2020-07-08
53,2020-07-09
42,2020-07-10
62,2020-07-11
54,2020-07-12
50,2020-07-13
54,2020-07-14
51,2020-07-15
50,2020-07-16
49,2020-07-17
56,2020-07-18
63,2020-07-19
54,2020-07-20
53,2020-07-21
59,2020-07-22
51,2020-07-23
45,2020-07-24
53,2020-07-25
57,2020-07-26
57,2020-07-27
50,2020-07-28
56,2020-07-29
50,2020-07-30
65,2020-07-31
62,2020-08-01
59,2020-08-02
61,2020-08-03
46,2020-08-04
46,2020-08-05
44,2020-08-06
58,2020-08-07
51,2020-08-08
50,2020-08-09
47,2020-08-10
47,2020-08-11
48,2020-08-12
55,2020-08-13
47,2020-08-14
51,2020-08-15
59,2020-08-16
52,2020-08-17
45,2020-08-18
47,2020-08-19
49,2020-08-20
50,2020-08-21
51,2020-08-22
59,2020-08-23
52,2020-08-24
50,2020-08-25
44,2020-08-26
49,2020-08-27
46,2020-08-28
58,2020-08-29
81,2020-08-30
54,2020-08-31
55,2020-09-01
54,2020-09-02
48,2020-09-03
48,2020-09-04
56,2020-09-05
58,2020-09-06
47,2020-09-07
49,2020-09-08
47,2020-09-09
51,2020-09-10
55,2020-09-11
59,2020-09-12
52,2020-09-13
51,2020-09-14
49,2020-09-15
51,2020-09-16
49,2020-09-17
52,2020-09-18
57,2020-09-19
55,2020-09-20
50,2020-09-21
47,2020-09-22
48,2020-09-23
51,2020-09-24
51,2020-09-25
53,2020-09-26
48,2020-09-27
54,2020-09-28
45,2020-09-29
51,2020-09-30
48,2020-10-01
53,2020-10-02
60,2020-10-03
56,2020-10-04
46,2020-10-05
49,2020-10-06
47,2020-10-07
45,2020-10-08
48,2020-10-09
52,2020-10-10
57,2020-10-11
48,2020-10-12
50,2020-10-13
42,2020-10-14
47,2020-10-15
47,2020-10-16
57,2020-10-17
50,2020-10-18
42,2020-10-19
47,2020-10-20
47,2020-10-21
45,2020-10-22
43,2020-10-23
58,2020-10-24
57,2020-10-25
50,2020-10-26
56,2020-10-27
48,2020-10-28
52,2020-10-29
50,2020-10-30
55,2020-10-31
