value,date
3,2010-12-26
2,2011-01-02
3,2011-01-09
3,2011-01-16
3,2011-01-23
3,2011-01-30
3,2011-02-06
3,2011-02-13
3,2011-02-20
3,2011-02-27
3,2011-03-06
3,2011-03-13
3,2011-03-20
3,2011-03-27
3,2011-04-03
3,2011-04-10
3,2011-04-17
3,2011-04-24
5,2011-05-01
4,2011-05-08
4,2011-05-15
4,2011-05-22
3,2011-05-29
4,2011-06-05
3,2011-06-12
4,2011-06-19
4,2011-06-26
4,2011-07-03
4,2011-07-10
3,2011-07-17
3,2011-07-24
3,2011-07-31
3,2011-08-07
3,2011-08-14
3,2011-08-21
4,2011-08-28
3,2011-09-04
4,2011-09-11
4,2011-09-18
4,2011-09-25
4,2011-10-02
4,2011-10-09
4,2011-10-16
4,2011-10-23
4,2011-10-30
3,2011-11-06
4,2011-11-13
4,2011-11-20
4,2011-11-27
4,2011-12-04
4,2011-12-11
4,2011-12-18
4,2011-12-25
4,2012-01-01
4,2012-01-08
4,2012-01-15
4,2012-01-22
4,2012-01-29
4,2012-02-05
4,2012-02-12
4,2012-02-19
4,2012-02-26
4,2012-03-04
3,2012-03-11
3,2012-03-18
4,2012-03-25
4,2012-04-01
4,2012-04-08
4,2012-04-15
4,2012-04-22
3,2012-04-29
4,2012-05-06
3,2012-05-13
4,2012-05-20
4,2012-05-27
3,2012-06-03
4,2012-06-10
4,2012-06-17
3,2012-06-24
4,2012-07-01
4,2012-07-08
4,2012-07-15
4,2012-07-22
4,2012-07-29
4,2012-08-05
4,2012-08-12
4,2012-08-19
4,2012-08-26
4,2012-09-02
4,2012-09-09
5,2012-09-16
4,2012-09-23
4,2012-09-30
4,2012-10-07
4,2012-10-14
4,2012-10-21
4,2012-10-28
4,2012-11-04
5,2012-11-11
4,2012-11-18
4,2012-11-25
4,2012-12-02
4,2012-12-09
5,2012-12-16
5,2012-12-23
5,2012-12-30
5,2013-01-06
4,2013-01-13
5,2013-01-20
5,2013-01-27
5,2013-02-03
5,2013-02-10
6,2013-02-17
5,2013-02-24
6,2013-03-03
6,2013-03-10
7,2013-03-17
6,2013-03-24
5,2013-03-31
6,2013-04-07
6,2013-04-14
6,2013-04-21
6,2013-04-28
6,2013-05-05
6,2013-05-12
5,2013-05-19
6,2013-05-26
10,2013-06-02
6,2013-06-09
6,2013-06-16
6,2013-06-23
6,2013-06-30
5,2013-07-07
5,2013-07-14
5,2013-07-21
5,2013-07-28
5,2013-08-04
6,2013-08-11
5,2013-08-18
6,2013-08-25
5,2013-09-01
6,2013-09-08
6,2013-09-15
6,2013-09-22
5,2013-09-29
6,2013-10-06
5,2013-10-13
6,2013-10-20
6,2013-10-27
5,2013-11-03
6,2013-11-10
5,2013-11-17
6,2013-11-24
6,2013-12-01
5,2013-12-08
6,2013-12-15
6,2013-12-22
6,2013-12-29
7,2014-01-05
7,2014-01-12
6,2014-01-19
8,2014-01-26
10,2014-02-02
9,2014-02-09
10,2014-02-16
8,2014-02-23
8,2014-03-02
9,2014-03-09
64,2014-03-16
100,2014-03-23
75,2014-03-30
29,2014-04-06
21,2014-04-13
20,2014-04-20
18,2014-04-27
18,2014-05-04
16,2014-05-11
16,2014-05-18
16,2014-05-25
12,2014-06-01
10,2014-06-08
11,2014-06-15
10,2014-06-22
9,2014-06-29
9,2014-07-06
10,2014-07-13
9,2014-07-20
11,2014-07-27
10,2014-08-03
10,2014-08-10
10,2014-08-17
10,2014-08-24
10,2014-08-31
11,2014-09-07
11,2014-09-14
12,2014-09-21
11,2014-09-28
13,2014-10-05
12,2014-10-12
12,2014-10-19
12,2014-10-26
12,2014-11-02
13,2014-11-09
13,2014-11-16
14,2014-11-23
13,2014-11-30
13,2014-12-07
13,2014-12-14
13,2014-12-21
14,2014-12-28
13,2015-01-04
13,2015-01-11
14,2015-01-18
14,2015-01-25
13,2015-02-01
14,2015-02-08
15,2015-02-15
15,2015-02-22
